X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Defect_Type,Steel_Type
806,815,2014358,2014368,66,15,10,7605,99,134,1356,40,0.7338,0.175,0.8,0.0059,0.8,1.0,1.0,1.8195,0.9031,1.0,0.2,-0.1176,0.1852,Bumps,A400
630,649,1211728,1211795,279,35,41,30451,95,126,1354,70,0.9019,0.3902,0.2857,0.0089,0.3429,1.0,1.0,2.4456,1.0792,1.6233,0.7143,-0.1263,0.7933,Bumps,A300
1049,1059,2488529,2488541,85,12,13,8949,93,126,1692,60,0.6638,0.2267,1.0,0.0059,0.8333,1.0,0.5,1.9294,1.0,1.1139,0.0,-0.1688,0.2583,Bumps,A300
41,210,1637218,1637282,6543,266,131,667465,41,124,1358,40,0.0604,0.4362,0.4068,0.1259,0.654,0.5114,0.0,3.8236,2.233,1.8261,-0.5932,-0.1924,1.0,K_Scatch,A400
39,214,2098521,2098591,6653,276,131,688556,42,124,1358,40,0.0574,0.4441,0.4,0.1289,0.6264,0.5114,0.0,3.823,2.243,1.8451,-0.6,-0.1861,1.0,K_Scatch,A400
1257,1273,4726828,4726836,339,54,35,37930,114,135,1362,40,0.0308,0.4818,0.2174,0.0177,0.2637,0.9773,1.0,2.5302,1.3802,1.4914,0.7826,-0.0251,0.9373,Bumps,A400
481,503,439180,439212,153,44,24,17756,104,127,1356,40,0.5678,0.5392,0.7059,0.0195,0.8148,0.7083,0.0,2.1847,1.5185,1.2305,-0.2941,-0.1053,0.6678,Z_Scratch,A400
654,661,2086458,2086649,52,9,9,7104,120,143,1364,100,0.9003,0.25,0.8889,0.0059,0.8889,1.0,0.0,1.716,0.9031,0.9542,-0.1111,0.0085,0.1773,Stains,A300
17,27,445819,445829,340,16,50,34655,77,124,1356,70,0.0251,0.32,0.34,0.0074,0.625,1.0,1.0,2.5315,1.0,1.699,0.66,-0.1929,0.7889,Z_Scratch,A300
50,181,3257887,3257901,3661,196,87,380538,43,126,1358,40,0.0779,0.4088,0.3571,0.0921,0.6762,0.5402,0.0,3.5636,2.1173,1.6721,-0.6429,-0.1872,1.0,K_Scatch,A400
1673,1687,173219,173226,245,24,33,26337,80,103,1686,70,0.0047,0.4993,0.2432,0.0071,0.375,1.0,1.0,2.3892,1.0792,1.5185,0.7568,-0.2837,0.7512,Bumps,A300
699,708,2312033,2312039,87,15,12,8193,106,127,1358,40,0.9164,0.3232,0.9167,0.0081,0.8,1.0,1.0,1.9395,1.0414,1.0792,0.0833,-0.0971,0.2432,Bumps,A400
39,216,1157189,1157378,7038,269,133,722716,41,126,1358,40,0.0574,0.4433,0.3886,0.1303,0.6295,0.4962,0.0,3.8475,2.248,1.8325,-0.6114,-0.1837,1.0,K_Scatch,A400
1372,1388,2488529,2488541,102,20,28,11430,93,124,1650,40,0.0353,0.3287,0.3432,0.0087,0.4,1.0,1.0,2.0086,1.0792,1.4472,0.6568,-0.1602,0.3787,Bumps,A400
39,214,1803992,1804079,6882,274,131,677554,36,124,1356,40,0.0575,0.4603,0.3829,0.1289,0.6387,0.5114,0.0,3.817,2.243,1.8261,-0.6171,-0.1911,1.0,K_Scatch,A400
39,192,1540695,1540855,14309,562,424,1691554,37,141,1402,40,0.0556,0.4854,0.9503,0.1093,0.2984,0.4141,1.0,4.1567,2.1847,2.2601,0.0497,-0.0886,1.0,K_Scatch,A400
41,216,1555596,1555663,6652,251,127,654358,40,124,1356,40,0.0604,0.4182,0.3943,0.1259,0.5397,0.4667,0.0,3.8377,2.233,1.8261,-0.6057,-0.1871,1.0,K_Scatch,A400
1043,1054,49572,49595,170,23,26,17100,86,124,1692,80,0.4569,0.4326,0.6,0.011,0.6522,1.0,1.0,2.2304,1.1761,1.3979,0.4,-0.213,0.5162,Pastry,A300
1325,1346,728904,728912,323,48,33,32766,84,124,1353,50,0.0308,0.2346,0.6818,0.0118,0.5,1.0,1.0,2.5353,1.2041,1.5185,0.3182,-0.2034,0.8355,Bumps,A400
41,219,2615295,2615309,4881,277,162,513464,40,126,1358,40,0.0604,0.4317,0.396,0.1296,0.6354,0.4102,0.0,3.6885,2.2455,1.6812,-0.604,-0.1888,1.0,K_Scatch,A400
1031,1056,2369532,2369561,114,37,25,13595,105,132,1360,40,0.0926,0.5076,0.8333,0.0192,0.6842,0.68,0.0,2.0569,1.415,1.301,-0.1667,-0.0746,0.5296,Bumps,A400
1588,1602,507537,507548,209,32,32,24697,112,134,1698,40,0.1213,0.4055,0.3846,0.0088,0.4688,1.0,1.0,2.3201,1.0792,1.4914,0.6154,-0.0592,0.5642,Pastry,A400
1145,1159,1423992,1423996,102,20,18,11570,107,133,1362,175,0.2482,0.4364,0.4444,0.0125,0.8,0.9444,1.0,2.0043,1.2305,1.2553,0.5556,-0.0989,0.3068,Z_Scratch,A400
1087,1103,1338781,1338802,584,39,39,62326,109,130,1682,60,0.6305,0.3083,0.1333,0.0077,0.3158,0.9231,1.0,2.775,1.1139,1.6021,0.8667,-0.0221,0.9519,Pastry,A400
39,218,2098521,2098591,6828,276,127,723789,40,127,1358,40,0.0574,0.4401,0.3785,0.1303,0.6269,0.5185,0.0,3.8343,2.248,1.8261,-0.6215,-0.1861,1.0,K_Scatch,A400
780,787,4309441,4309470,121,16,18,12094,95,125,1648,80,0.9284,0.2431,0.4444,0.0055,0.5625,1.0,1.0,2.0828,0.9542,1.2553,0.5556,-0.1427,0.3068,Bumps,A300
1041,1056,1564451,1564476,204,20,28,22134,82,124,1362,80,0.3965,0.311,0.5789,0.0136,0.75,1.0,1.0,2.3096,1.2787,1.3979,0.4211,-0.1841,0.6422,Bumps,A300
25,37,961360,961371,88,15,11,9452,99,125,1356,70,0.0369,0.3149,0.8182,0.0066,0.6,1.0,1.0,1.9445,0.9542,1.0414,0.1818,-0.1282,0.2051,Z_Scratch,A300
43,194,2070134,2070204,6827,216,124,723789,38,125,1358,40,0.0633,0.4083,0.3785,0.1274,0.7176,0.4537,0.0,3.8343,2.238,1.8451,-0.6215,-0.1942,1.0,K_Scatch,A400
1237,1248,494893,494946,630,28,62,49303,78,119,1353,70,0.1324,0.4022,0.2708,0.0103,0.5294,0.9194,1.0,2.7993,1.1461,1.7924,0.7292,-0.2099,0.9997,Pastry,A300
1611,1623,2887095,2887114,264,32,25,22198,35,84,1656,80,0.065,0.4063,0.6,0.0061,0.3125,1.0,1.0,2.4216,1.0,1.3979,0.4,-0.5063,0.6422,Bumps,A300
445,790,5765518,5765576,3234,332,207,348957,68,199,1360,100,0.8203,0.6448,0.1429,0.073,0.5743,0.6667,1.0,3.5071,1.9956,2.1399,0.8571,0.034,1.0,Bumps,A300
853,861,3023370,3023381,60,15,10,6884,95,127,1356,40,0.7393,0.275,0.8,0.0074,0.6667,1.0,1.0,1.7781,1.0,1.0,0.2,-0.1309,0.1852,Bumps,A400
1589,1599,1924923,1924936,169,13,15,6886,42,86,1688,70,0.1385,0.3,0.8333,0.006,0.7692,1.0,1.0,2.2279,1.0,1.1761,0.1667,-0.4188,0.3509,Bumps,A300
17,23,3353146,3353173,103,12,15,9578,107,125,1690,70,0.0102,0.2083,0.3333,0.0048,0.6667,1.0,1.0,2.0128,0.9031,1.1761,0.6667,-0.0968,0.266,Dirtiness,A300
623,631,1715283,1715283,80,10,11,14669,108,149,1628,120,0.9269,0.4,1.0,0.0053,0.9,0.9091,0.5,1.9031,0.9542,1.0,0.0,-0.0802,0.2359,Dirtiness,A300
1125,1142,684296,684315,1335,18,112,14912,107,127,1353,100,0.3206,0.5314,0.2063,0.0126,0.9444,1.0,1.0,3.1297,1.2305,1.9868,0.7936,-0.079,1.0,Bumps,A400
18,32,2538079,2538108,122,23,23,14323,106,134,1354,70,0.0384,0.4658,0.55,0.0103,0.6087,0.8696,1.0,2.0864,1.1461,1.301,0.45,-0.0683,0.3663,Z_Scratch,A300
516,528,185575,185588,140,22,18,16920,105,134,1356,40,0.783,0.3309,0.7059,0.0081,0.5454,0.9444,1.0,2.1461,1.0414,1.2305,0.2941,-0.0884,0.3419,Bumps,A400
1613,1622,119924,119932,52,10,8,5999,101,135,1658,100,0.2088,0.1556,1.0,0.0047,0.8,1.0,0.5,1.716,0.9031,0.9031,0.0,-0.1094,0.1622,Bumps,A300
39,192,1835934,1836000,12108,614,359,1402972,35,141,1402,40,0.0556,0.505,0.9669,0.1077,0.2459,0.4286,0.0,4.0831,2.179,2.2095,-0.0331,-0.0956,1.0,K_Scatch,A400
789,797,891060,891079,29,22,6,3489,105,127,1360,50,0.9808,0.5735,0.2353,0.0125,0.7727,0.6667,0.0,1.4624,1.2305,0.6021,-0.7647,-0.0777,0.1734,Stains,A400
1051,1066,2632520,2632529,386,30,39,36875,78,127,1696,120,0.7385,0.2593,0.2308,0.0071,0.4,1.0,1.0,2.5866,1.0792,1.5911,0.7692,-0.2268,0.7347,Bumps,A400
41,216,2187237,2187305,6010,257,123,626586,39,126,1358,40,0.0604,0.5007,0.3842,0.1303,0.6732,0.5529,0.0,3.7789,2.248,1.8325,-0.6158,-0.1855,1.0,K_Scatch,A400
621,632,497537,498335,226,25,26,23155,75,123,1353,200,0.9808,0.5489,0.3462,0.0081,0.45,1.0,1.0,2.3541,1.0414,1.415,0.6539,-0.2429,0.4564,Dirtiness,A400
1122,1139,64701,64720,199,38,23,19728,109,134,1354,40,0.1313,0.5709,0.72,0.0148,0.5263,0.8261,1.0,2.2989,1.301,1.2787,0.28,-0.0683,0.6268,Bumps,A400
933,940,6571361,6571375,88,14,12,9690,84,126,1690,60,0.8304,0.3175,0.9167,0.0071,0.8571,1.0,0.0,1.9445,1.0792,1.0792,-0.0833,-0.1847,0.2432,Bumps,A300
39,209,4383746,4383803,13309,310,173,156635,33,124,1402,40,0.0558,0.4881,0.4193,0.1236,0.2675,0.5245,0.0,4.1207,2.2253,1.7993,-0.5806,-0.1911,1.0,K_Scatch,A400
1065,1065,3029617,3029632,69,15,14,7551,98,132,1652,80,0.5646,0.1746,0.5,0.0043,0.4,1.0,1.0,1.8389,0.7782,1.1461,0.5,-0.1053,0.204,Bumps,A300
41,199,2300789,2300856,5753,320,186,593650,40,127,1358,40,0.0585,0.3996,0.3974,0.1114,0.625,0.4114,0.0,3.7599,2.1931,1.7924,-0.6026,-0.1857,1.0,K_Scatch,A400
732,744,1622697,1622718,138,23,22,15501,91,126,1626,50,0.8537,0.4394,0.5454,0.0086,0.6087,1.0,1.0,2.1399,1.1461,1.3424,0.4545,-0.1587,0.4366,Bumps,A300
1130,1138,1748216,1748249,169,25,31,20751,80,118,1630,100,0.6572,0.1864,0.2581,0.0049,0.32,1.0,1.0,2.2279,0.9031,1.4914,0.7419,-0.2568,0.5362,Pastry,A300
39,212,273908,273912,5753,324,158,618954,42,125,1358,40,0.0575,0.4604,0.3882,0.1291,0.5906,0.4141,0.0,3.7655,2.243,1.8325,-0.6118,-0.1949,1.0,K_Scatch,A400
1372,1388,3149494,3149542,139,17,12,15147,93,127,1690,70,0.6696,0.256,0.8571,0.0103,0.8235,1.0,0.0,2.143,1.1461,1.0792,-0.1429,-0.1435,0.2901,Bumps,A300
0,12,64701,64720,110,14,17,12173,82,124,1387,50,0.1395,0.2273,0.4706,0.0066,0.8571,1.0,1.0,2.0414,1.0414,1.2305,0.5294,-0.1689,0.2482,Bumps,A400
39,214,1527208,1527274,5816,297,151,608295,37,125,1356,40,0.0575,0.4206,0.3509,0.1291,0.5766,0.4114,0.0,3.7646,2.243,1.7781,-0.6491,-0.1427,1.0,K_Scatch,A400
39,190,1878514,1878584,6279,249,132,701931,39,126,1358,40,0.0574,0.5016,0.3399,0.1127,0.6169,0.5177,0.0,3.806,2.1847,1.1461,-0.6601,-0.1031,1.0,K_Scatch,A400
1627,1637,1724027,1724129,161,23,28,15572,71,108,1658,60,0.0912,0.4647,0.2857,0.0066,0.3913,1.0,1.0,2.2068,0.9542,1.4472,0.7143,-0.2816,0.4963,Pastry,A300
604,527,778466,7783320,60,29,7,7385,109,132,1694,80,0.7612,0.6222,0.9412,0.0147,0.4828,0.8571,0.0,1.7781,1.301,0.699,-0.0588,-0.0825,0.2583,Bumps,A300
1321,1332,1269420,1269438,162,13,24,18996,101,133,1352,40,0.0325,0.3148,0.2917,0.0049,0.6154,1.0,1.0,2.2095,0.9031,1.3802,0.7083,-0.1031,0.2901,Dirtiness,A400
1261,1273,677184,677200,181,30,18,19537,90,127,1353,50,0.1183,0.5876,0.6667,0.0111,0.5,0.6667,0.0,2.2577,1.1761,1.2553,-0.3333,-0.1593,0.5659,Bumps,A400
6,15,2613103,2613123,108,13,16,11369,92,124,1687,80,0.0369,0.4167,0.5625,0.0053,0.6923,1.0,1.0,2.0334,0.9542,1.2041,0.4375,-0.1745,0.2583,Bumps,A300
489,515,11150448,11150470,13,5,6,1537,114,141,1360,50,0.8542,0.3333,0.8182,0.0037,0.7,1.0,0.0,1.0792,0.699,0.7782,-0.1818,-0.0052,0.1353,Stains,A400
39,192,1576208,1576347,5695,232,124,598890,42,127,1402,40,0.0556,0.3514,0.3952,0.1077,0.6611,0.4516,0.0,3.7555,2.179,1.7853,-0.6048,-0.1887,1.0,K_Scatch,A400
39,214,1467777,1468041,6472,288,138,675748,43,124,1358,40,0.0574,0.4235,0.4,0.1291,0.6464,0.5245,0.0,3.8453,2.243,1.8261,-0.6,-0.1861,1.0,K_Scatch,A400
1065,1079,1299250,1299257,265,20,21,26683,89,118,1356,70,0.4138,0.2597,0.5714,0.0088,0.5,1.0,1.0,2.4232,1.0792,1.3222,0.4286,-0.1906,0.417,Bumps,A300
1568,1583,2730229,2730230,121,11,18,11890,78,109,1698,90,0.0896,0.3864,0.8182,0.0065,0.8461,1.0,1.0,2.0828,1.0414,1.2553,0.1818,-0.213,0.3464,Pastry,A400
39,197,1175131,1175131,17825,821,541,2144244,26,141,1398,40,0.0556,0.3394,0.9854,0.1114,0.2056,0.3911,1.0,4.251,2.1987,2.2227,0.0146,-0.0993,1.0,K_Scatch,A400
1254,1259,1458128,1458136,12,7,4,1509,109,140,1358,50,0.1593,0.4286,0.5714,0.0052,1.0,1.0,0.0,1.0792,0.8451,0.6021,-0.4286,-0.0029,0.1384,Stains,A400
13,22,3998180,3998179,621,46,46,64288,78,126,1650,69,0.0189,0.5673,0.1732,0.0072,0.3226,1.0,1.0,2.842,1.0,1.6812,0.8268,-0.2317,0.9998,Pastry,A300
973,986,3896732,3896740,80,12,11,8193,90,125,1666,40,0.8331,0.2,0.9091,0.006,0.8333,1.0,1.0,1.9031,1.0,1.0414,0.0909,-0.2098,0.2173,Bumps,A400
2,10,779144,779308,101,6,15,9556,99,125,1687,70,0.0192,0.2143,0.45,0.0037,1.0,0.9667,1.0,2.0043,0.699,1.301,0.55,-0.1435,0.463,Bumps,A300
1325,1332,1519629,1519634,135,13,24,15672,110,132,1354,40,0.0325,0.4219,0.3333,0.0037,0.3846,1.0,1.0,2.1303,0.699,1.3802,0.6667,-0.1093,0.2901,Dirtiness,A400
1641,1666,398837,398862,66,13,10,6884,47,86,1656,80,0.0047,0.1875,0.9,0.0059,0.7692,1.0,1.0,1.8195,1.0,1.0,0.1,-0.4276,0.1954,Bumps,A300
630,649,1602180,1602199,227,61,49,35308,98,125,1356,70,0.6162,0.4386,0.6842,0.0169,0.3954,0.7179,1.0,2.356,1.3617,1.4314,0.3158,-0.1259,0.7955,Z_Scratch,A300
1505,1522,1388292,1388304,194,25,31,22098,100,127,1358,100,0.2118,0.4259,0.5454,0.0088,0.52,1.0,1.0,2.2856,1.0792,1.4914,0.4545,-0.1335,0.6015,Bumps,A400
39,212,2364667,2364730,6596,307,140,685447,46,127,1358,40,0.0575,0.4352,0.3931,0.1274,0.5786,0.5245,0.0,3.8193,2.238,1.8195,-0.6069,-0.1746,1.0,K_Scatch,A400
98,166,739072,739080,5323,174,427,365943,35,103,1362,40,0.1441,0.8856,0.0519,0.0427,0.3204,0.9994,1.0,3.7403,1.7634,2.4928,0.9481,-0.3807,1.0,K_Scatch,A400
1128,1141,815573,815711,297,33,42,29349,112,135,1360,40,0.3516,0.4155,0.7037,0.0096,0.3514,0.9546,1.0,2.4786,1.1139,1.6335,0.2963,-0.1123,0.6514,Pastry,A400
1324,1333,167280,167335,652,29,49,63194,77,122,1353,120,0.0325,0.567,0.1803,0.0061,0.2381,0.9796,1.0,2.8162,1.0,1.6812,0.8197,-0.2397,0.9212,Dirtiness,A400
1027,1072,2765714,2765730,138,28,31,15951,110,134,1358,80,0.6613,0.6254,0.9474,0.0199,0.9643,0.9677,0.0,2.1367,1.4314,1.2553,-0.0526,-0.0651,0.6015,Bumps,A300
41,189,1791800,1779024,8391,611,359,1001426,43,140,1402,40,0.0585,0.4382,0.9282,0.1057,0.2739,0.4587,0.0,3.9238,2.1584,2.1818,-0.0718,-0.1403,1.0,K_Scatch,A400
828,837,2097069,2097080,69,13,11,7881,88,132,1646,80,0.7699,0.303,0.8182,0.0055,0.6923,1.0,1.0,1.8389,0.9542,1.0414,0.1818,-0.1433,0.2051,Bumps,A300
41,232,2229552,2229707,15775,755,444,1868220,23,141,1400,40,0.0586,0.4373,0.961,0.1364,0.2066,0.3739,1.0,4.198,2.281,2.2253,0.039,-0.0929,1.0,K_Scatch,A400
623,632,2030688,2030738,390,24,27,40498,95,133,1687,100,0.9808,0.2969,0.3333,0.0071,0.4167,1.0,1.0,2.5911,1.0792,1.4314,0.6667,-0.1162,0.8299,Dirtiness,A400
1388,1396,5897947,5897955,115,35,14,11778,96,124,1364,70,0.0603,0.4035,0.7143,0.0154,0.52,0.7143,0.0,2.0607,1.3222,1.1461,-0.2857,-0.1435,0.5212,Z_Scratch,A300
41,184,2410802,2410860,10880,572,407,1186196,38,141,1400,40,0.0557,0.6448,0.9771,0.1059,0.2675,0.3889,0.0,4.0496,2.1492,2.2095,-0.0229,-0.0944,1.0,K_Scatch,A400
39,214,1435593,1435593,6239,222,124,658914,43,124,1358,40,0.0574,0.4556,0.3771,0.1289,0.7883,0.5778,0.0,3.845,2.243,1.8129,-0.6229,-0.1847,1.0,K_Scatch,A400
753,762,155584,155593,166,22,21,18695,95,134,1688,80,0.8792,0.3214,0.5714,0.0041,0.4615,1.0,1.0,2.2201,0.8451,1.3222,0.4286,-0.1385,0.4366,Bumps,A300
822,842,71768,71798,155,37,17,1720418,91,127,1627,100,0.7694,0.6904,0.8824,0.0124,0.8649,1.0,1.0,2.1903,1.2305,1.2305,0.1177,-0.1482,1.0,Bumps,A300
927,944,3020344,3020360,116,35,14,14094,119,141,1356,40,0.6456,0.4444,0.4737,0.0199,0.6286,0.5143,0.0,2.0645,1.4314,1.0792,-0.5263,0.0046,0.2942,K_Scatch,A400
39,200,473262,473272,6234,198,117,639433,46,124,1358,40,0.0574,0.3793,0.4035,0.1156,0.7416,0.4744,0.0,3.7907,2.1959,1.8389,-0.5965,-0.1876,1.0,K_Scatch,A400
39,216,2886302,2886367,6239,265,125,649139,44,124,1358,40,0.0574,0.4272,0.4,0.1289,0.6298,0.528,0.0,3.7951,2.243,1.7993,-0.6,-0.1895,1.0,K_Scatch,A400
1206,1219,1658945,1658959,119,15,13,14032,68,135,1362,40,0.2088,0.2372,0.9231,0.0088,0.8,1.0,1.0,2.0756,1.0792,1.1139,0.0769,-0.1263,0.2739,Bumps,A400
1115,1130,3755477,3755492,125,20,15,12886,67,124,1692,80,0.5604,0.3333,0.9333,0.0089,0.8,1.0,1.0,2.0969,1.1761,1.1761,0.0667,-0.2015,0.3509,Bumps,A300
39,192,1359602,1359742,11089,682,424,1270726,42,140,1400,40,0.0557,0.497,0.9669,0.1077,0.2219,0.4124,1.0,4.0449,2.179,2.2279,0.0331,-0.1047,1.0,K_Scatch,A400
474,486,1846237,1846251,108,13,14,11748,106,133,1356,40,0.5627,0.3636,0.7857,0.0081,0.8461,1.0,1.0,2.0,1.0414,1.1461,0.2143,-0.074,0.2712,Bumps,A400
1031,1051,86815,86886,833,107,197,95173,38,132,1687,80,0.5206,0.5048,0.1191,0.0096,0.2385,1.0,1.0,2.9671,1.1139,2.2989,0.8809,-0.1685,0.9974,Pastry,A300
1057,1066,7261606,7261614,67,8,11,7804,99,119,1694,60,0.6388,0.2778,0.8182,0.0044,0.875,1.0,1.0,1.8261,0.7782,1.0414,0.1818,-0.1527,0.2051,Bumps,A300
1289,1302,906500,906534,695,91,83,88065,101,132,1353,100,0.1915,0.5904,0.4173,0.0398,0.7179,0.7108,0.0,2.842,1.8129,1.6902,-0.5827,-0.0727,1.0,Bumps,A400
1225,1235,949306,949493,55,10,12,6651,88,127,1360,40,0.1715,0.2143,0.2,0.0052,0.7,1.0,1.0,1.7404,0.8451,1.0792,0.8,-0.1656,0.1852,Pastry,A400
483,512,1410727,1410896,10166,179,197,117153,118,140,1362,40,0.5987,0.5376,0.9394,0.0137,0.6298,0.5373,1.0,3.0026,1.2787,2.29,0.0606,-0.0176,1.0,Z_Scratch,A400
733,740,664879,664883,563,32,46,67967,92,125,1690,70,0.9061,0.3669,0.0938,0.0188,0.9688,0.9063,0.0,2.7505,1.4314,1.6628,-0.9063,-0.1558,0.9997,Bumps,A300
41,218,1505915,1505982,6653,275,131,677554,36,124,1358,40,0.0605,0.4644,0.3829,0.1303,0.6387,0.4604,0.0,3.8229,2.248,1.8261,-0.6171,-0.1487,1.0,K_Scatch,A400
51,64,1779008,1779024,156,21,18,17753,102,135,1362,40,0.071,0.4221,0.6111,0.0081,0.5238,1.0,1.0,2.1931,1.0414,1.2553,0.3889,-0.0852,0.4514,Pastry,A400
39,216,1803992,1804079,6679,276,125,647595,40,124,1356,40,0.1029,0.4433,0.3864,0.1303,0.6704,0.4114,0.0,3.8077,2.248,1.8129,-0.6136,-0.1902,1.0,K_Scatch,A400
41,58,769086,769100,289,39,61,342202,97,126,1356,40,0.0605,0.4471,0.8235,0.0125,0.5385,0.9552,1.0,2.4609,1.2305,1.8692,0.1765,-0.1615,0.9806,K_Scatch,A400
39,216,2244009,2244082,6679,257,128,659881,36,124,1358,40,0.0574,0.3514,0.3785,0.1303,0.6146,0.5085,0.0,3.8247,2.248,1.8261,-0.6215,-0.1821,1.0,K_Scatch,A400
4,15,204933,204953,128,12,12,15034,67,124,1692,70,0.0047,0.3333,0.8182,0.0053,0.75,1.0,1.0,2.1072,0.9542,1.0792,0.1818,-0.2313,0.2051,Pastry,A300
781,801,125813,125827,339,36,35,34485,101,133,1356,200,0.8651,0.487,0.6522,0.0184,0.7143,0.85,1.0,2.5302,1.3979,1.5315,0.3478,-0.0238,0.8153,Bumps,A300
995,1002,853625,853638,77,12,14,6863,78,109,1687,80,0.5369,0.303,0.9167,0.0065,0.9167,1.0,1.0,1.8865,1.0414,1.0792,0.0833,-0.2572,0.2432,Bumps,A300
1641,1649,1713172,1713184,77,13,14,5448,50,86,1686,70,0.0265,0.2689,0.8571,0.006,0.6154,1.0,1.0,1.8865,0.9031,1.1461,0.1429,-0.4053,0.2901,Pastry,A400
556,564,625664,625675,56,13,16,6146,89,111,1690,60,0.6426,0.375,0.4667,0.0044,0.4615,1.0,1.0,1.7482,0.7782,1.1761,0.5333,-0.2098,0.2116,Bumps,A300
238,370,2087881,2087946,563,29,40,63525,91,125,1353,70,0.3915,0.3231,0.3,0.0087,0.3636,0.9259,1.0,2.7694,1.0792,1.6021,0.7,-0.1902,0.8299,Bumps,A400
1245,1254,657566,657580,74,13,11,8292,86,124,1320,100,0.5318,0.2525,0.8182,0.0066,0.6923,1.0,1.0,1.8692,0.9542,1.0414,0.1818,-0.2127,0.2051,Bumps,A300
719,927,718174,718237,872,118,100,99456,86,132,1356,100,0.6348,0.2975,0.2791,0.0428,0.8649,0.9102,1.0,3.1082,1.7634,1.9823,0.7209,-0.1291,1.0,Bumps,A300
39,191,1437715,1437882,12515,618,382,1452456,37,141,1400,40,0.0557,0.4717,0.8516,0.1086,0.2459,0.4856,1.0,4.0974,2.1818,2.2227,0.1484,-0.0971,1.0,K_Scatch,A400
1331,1344,1331507,1331522,137,16,28,16548,110,127,1356,40,0.0355,0.3317,0.2286,0.0059,0.5,1.0,1.0,2.1367,0.9031,1.4472,0.7714,-0.0894,0.3197,Dirtiness,A400
1210,1222,813452,813500,133,38,20,17085,119,143,1374,40,0.223,0.5256,0.6956,0.0137,0.5,0.65,0.0,2.1239,1.2787,1.1139,-0.3043,0.0063,0.4729,Bumps,A400
1194,1219,273320,273387,444,109,59,69258,107,126,1358,40,0.2279,0.5339,0.7619,0.0243,0.4342,0.56,0.0,2.6474,1.5185,1.5441,-0.2381,-0.0979,0.9981,Z_Scratch,A400
619,630,751682,751703,938,68,37,105660,89,127,1362,100,0.9164,0.3417,0.1818,0.0087,0.2571,1.0,1.0,2.9671,1.0792,1.5441,0.8182,-0.1423,0.9993,Bumps,A400
41,214,2222725,2222791,6281,278,138,654358,42,124,1358,40,0.0604,0.4285,0.3714,0.1289,0.6295,0.4962,0.0,3.798,2.243,1.8195,-0.6286,-0.1822,1.0,K_Scatch,A400
39,213,1480323,1480475,13309,253,136,1550152,31,143,1358,40,0.0574,0.5249,0.3954,0.1267,0.596,0.4963,0.0,4.1201,2.2355,1.8325,-0.6047,-0.09,1.0,K_Scatch,A400
41,218,2488529,2488541,6181,275,131,674120,42,124,1358,40,0.0604,0.4501,0.3758,0.0251,0.6316,0.5179,0.0,3.7903,2.2553,1.7853,-0.6242,-0.1871,1.0,K_Scatch,A400
41,191,1661425,1661593,12509,622,378,1456542,27,141,1400,40,0.0557,0.5101,0.9358,0.1086,0.2444,0.4465,1.0,4.0972,2.1818,2.2253,0.0642,-0.09,1.0,K_Scatch,A400
81,94,254652,254670,192,28,43,22581,120,141,1374,40,0.1076,0.435,0.4884,0.0095,0.3514,0.8776,1.0,2.2833,1.1139,1.6335,0.5116,-0.0019,0.5805,Z_Scratch,A400
1161,1170,2993150,2993160,55,10,10,6074,104,133,1687,80,0.6009,0.2857,0.7,0.0041,0.7,1.0,1.0,1.7404,0.8451,1.0,0.3,-0.1148,0.1753,Pastry,A300
976,985,2729960,2729972,69,12,11,8210,87,141,1694,100,0.5718,0.2182,0.9091,0.0065,0.9167,1.0,0.0,1.8389,1.0414,1.0,-0.0909,-0.1561,0.2173,Bumps,A300
476,509,377537,377585,198,61,31,21548,105,132,1364,40,0.7811,0.6346,0.2941,0.0133,0.3103,0.9737,0.0,2.2969,1.3424,1.1461,-0.7059,-0.0894,0.9703,Bumps,A400
1289,1302,3567017,3567011,970,102,133,78978,112,140,1353,40,0.0,0.5255,0.2273,0.0132,0.1715,0.986,1.0,2.9841,1.2553,2.1173,0.7727,-0.0101,0.9992,K_Scatch,A400
1065,1084,476876,476887,145,26,36,19691,119,140,1362,70,0.4949,0.3543,0.3438,0.0103,0.4828,0.9074,1.0,2.1644,1.1461,1.5563,0.6563,0.0192,0.5162,Bumps,A400
413,426,2023127,2023150,341,31,51,48231,96,127,1358,40,0.4896,0.5454,0.2973,0.0088,0.2903,1.0,1.0,2.6222,1.0792,1.7076,0.7027,-0.1339,0.9373,Dirtiness,A400
1641,1648,2315017,2315030,71,16,14,6782,99,118,1358,40,0.3074,0.303,0.8182,0.0081,0.6875,1.0,1.0,1.8513,1.0414,1.0414,0.1818,-0.1236,0.215,Pastry,A400
39,66,142256,142260,170,73,56,197365,114,140,1362,40,0.0532,0.624,0.962,0.0257,0.7083,0.52,0.0,3.2304,1.5185,1.0792,-0.038,-0.024,0.9312,Z_Scratch,A400
